
ScorePanel(List<Player> players),1397,1426,1477,1580,1620,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
refresh(),
format(Player p),1857,
